congress,icpsr_id,state_code,congress_district,state,party_code,name,dim1,dim2,chamber_ind
112,29356,52,6,MARYLAN,200,BARTLETT,0.484,-0.006,0
98,15002,49,3,TEXAS,200,BARTLETT  S,0.399,0.132,0
99,15002,49,3,TEXAS,200,BARTLETT  S,0.399,0.132,0
100,15002,49,3,TEXAS,200,BARTLETT  S,0.399,0.132,0
101,15002,49,3,TEXAS,200,BARTLETT  S,0.399,0.132,0
93,14100,53,0,OKLAHOM,200,BARTLETT D,0.358,-0.155,1
75,494,13,17,NEW YOR,200,BARTON,0.163,-0.014,0
76,494,13,17,NEW YOR,200,BARTON,0.163,-0.014,0
99,15085,49,6,TEXAS,200,BARTON,0.467,0.101,0
102,15085,49,6,TEXAS,200,BARTON,0.467,0.101,0
103,15085,49,6,TEXAS,200,BARTON,0.467,0.101,0
104,15085,49,6,TEXAS,200,BARTON,0.467,0.101,0
105,15085,49,6,TEXAS,200,BARTON,0.467,0.101,0
106,15085,49,6,TEXAS,200,BARTON,0.467,0.101,0
107,15085,49,6,TEXAS,200,BARTON,0.467,0.101,0
108,15085,49,6,TEXAS,200,BARTON,0.467,0.101,0
109,15085,49,6,TEXAS,200,BARTON,0.467,0.101,0
110,15085,49,6,TEXAS,200,BARTON,0.467,0.101,0
111,15085,49,6,TEXAS,200,BARTON,0.467,0.101,0
112,15085,49,6,TEXAS,200,BARTON,0.467,0.101,0
113,15085,49,6,TEXAS,200,BARTON,0.467,0.101,0
100,15085,49,6,TEXAS,200,BARTON  J,0.467,0.101,0
101,15085,49,6,TEXAS,200,BARTON  JOE,0.467,0.101,0
88,504,54,6,TENNESS,100,BASS,-0.241,0.53,0
89,504,54,0,TENNESS,100,BASS,-0.241,0.53,1
104,29538,4,2,NEW HAM,200,BASS,0.41,-0.522,0
105,29538,4,2,NEW HAM,200,BASS,0.41,-0.522,0
106,29538,4,2,NEW HAM,200,BASS,0.41,-0.522,0
107,29538,4,2,NEW HAM,200,BASS,0.41,-0.522,0
108,29538,4,2,NEW HAM,200,BASS,0.41,-0.522,0
109,29538,4,2,NEW HAM,200,BASS,0.41,-0.522,0
112,21110,71,33,CALIFOR,100,BASS,-0.393,-0.305,0
112,29538,4,2,NEW HAM,200,BASS,0.41,-0.522,0
113,21110,71,37,CALIFOR,100,BASS,-0.393,-0.305,0
84,503,4,2,NEW HAM,200,BASS  P.,0.129,-0.486,0
85,503,4,2,NEW HAM,200,BASS  P.,0.129,-0.486,0
86,503,4,2,NEW HAM,200,BASS  P.,0.129,-0.486,0
87,503,4,2,NEW HAM,200,BASS  P.,0.129,-0.486,0
84,504,54,6,TENNESS,100,BASS  R.,-0.241,0.53,0
85,504,54,6,TENNESS,100,BASS  R.,-0.241,0.53,0
86,504,54,6,TENNESS,100,BASS  R.,-0.241,0.53,0
87,504,54,6,TENNESS,100,BASS  R.,-0.241,0.53,0
102,15003,40,1,VIRGINI,200,BATEMAN,0.222,0.181,0
103,15003,40,1,VIRGINI,200,BATEMAN,0.222,0.181,0
104,15003,40,1,VIRGINI,200,BATEMAN,0.222,0.181,0
105,15003,40,1,VIRGINI,200,BATEMAN,0.222,0.181,0
106,15003,40,1,VIRGINI,200,BATEMAN,0.222,0.181,0
98,15003,40,1,VIRGINI,200,BATEMAN  H,0.222,0.181,0
99,15003,40,1,VIRGINI,200,BATEMAN  H,0.222,0.181,0
100,15003,40,1,VIRGINI,200,BATEMAN  H,0.222,0.181,0
101,15003,40,1,VIRGINI,200,BATEMAN  HE,0.222,0.181,0
82,518,3,6,MASSACH,200,BATES,0.152,-0.443,0
83,518,3,6,MASSACH,200,BATES,0.152,-0.443,0
84,518,3,6,MASSACH,200,BATES,0.152,-0.443,0
85,518,3,6,MASSACH,200,BATES,0.152,-0.443,0
86,518,3,6,MASSACH,200,BATES,0.152,-0.443,0
87,518,3,6,MASSACH,200,BATES,0.152,-0.443,0
88,518,3,6,MASSACH,200,BATES,0.152,-0.443,0
89,518,3,6,MASSACH,200,BATES,0.152,-0.443,0
90,518,3,6,MASSACH,200,BATES,0.152,-0.443,0
76,512,3,6,MASSACH,200,BATES  G.,0.187,-0.208,0
77,512,3,6,MASSACH,200,BATES  G.,0.187,-0.208,0
78,512,3,6,MASSACH,200,BATES  G.,0.187,-0.208,0
80,512,3,6,MASSACH,200,BATES  G.,0.187,-0.208,0
81,512,3,6,MASSACH,200,BATES  G.,0.187,-0.208,0
75,512,3,6,MASSACH,200,BATES  G.J.,0.187,-0.208,0
79,512,3,6,MASSACH,200,BATES  G.J.,0.187,-0.208,0
98,15004,71,44,CALIFOR,100,BATES  J,-0.223,-0.415,0
99,15004,71,44,CALIFOR,100,BATES  J,-0.223,-0.415,0
100,15004,71,44,CALIFOR,100,BATES  J,-0.223,-0.415,0
76,516,51,8,KENTUCK,100,BATES  J.,-0.238,0.456,0
77,516,51,8,KENTUCK,100,BATES  J.,-0.238,0.456,0
78,516,51,8,KENTUCK,100,BATES  J.,-0.238,0.456,0
80,516,51,8,KENTUCK,100,BATES  J.,-0.238,0.456,0
81,516,51,8,KENTUCK,100,BATES  J.,-0.238,0.456,0
82,516,51,8,KENTUCK,100,BATES  J.,-0.238,0.456,0
79,516,51,8,KENTUCK,100,BATES  J.B.,-0.238,0.456,0
101,15004,71,44,CALIFOR,100,BATES  JIM,-0.223,-0.415,0
81,518,3,6,MASSACH,200,BATES  W.,0.152,-0.443,0
87,10503,64,2,MONTANA,200,BATTIN,0.184,-0.017,0
88,10503,64,2,MONTANA,200,BATTIN,0.184,-0.017,0
89,10503,64,2,MONTANA,200,BATTIN,0.184,-0.017,0
90,10503,64,2,MONTANA,200,BATTIN,0.184,-0.017,0
82,520,41,9,ALABAMA,100,BATTLE,-0.089,0.547,0
83,520,41,9,ALABAMA,100,BATTLE,-0.089,0.547,0
80,520,41,9,ALABAMA,100,BATTLE  L.,-0.089,0.547,0
81,520,41,9,ALABAMA,100,BATTLE  L.,-0.089,0.547,0
94,14203,64,1,MONTANA,100,BAUCUS,-0.219,0.198,0
95,14203,64,1,MONTANA,100,BAUCUS,-0.219,0.198,0
102,14203,64,0,MONTANA,100,BAUCUS,-0.219,0.198,1
103,14203,64,0,MONTANA,100,BAUCUS,-0.219,0.198,1
104,14203,64,0,MONTANA,100,BAUCUS,-0.219,0.198,1
105,14203,64,0,MONTANA,100,BAUCUS,-0.219,0.198,1
106,14203,64,0,MONTANA,100,BAUCUS,-0.219,0.198,1
107,14203,64,0,MONTANA,100,BAUCUS,-0.219,0.198,1
108,14203,64,0,MONTANA,100,BAUCUS,-0.219,0.198,1
109,14203,64,0,MONTANA,100,BAUCUS,-0.219,0.198,1
110,14203,64,0,MONTANA,100,BAUCUS,-0.219,0.198,1
111,14203,64,0,MONTANA,100,BAUCUS,-0.219,0.198,1
112,14203,64,0,MONTANA,100,BAUCUS,-0.219,0.198,1
113,14203,64,0,MONTANA,100,BAUCUS,-0.219,0.198,1
96,14203,64,0,MONTANA,100,BAUCUS  M,-0.219,0.198,1
97,14203,64,0,MONTANA,100,BAUCUS  M,-0.219,0.198,1
98,14203,64,0,MONTANA,100,BAUCUS  M,-0.219,0.198,1
99,14203,64,0,MONTANA,100,BAUCUS  M,-0.219,0.198,1
100,14203,64,0,MONTANA,100,BAUCUS  M,-0.219,0.198,1
101,14203,64,0,MONTANA,100,BAUCUS  MAX,-0.219,0.198,1
94,14069,52,1,MARYLAN,200,BAUMAN,0.409,-0.038,0
95,14069,52,1,MARYLAN,200,BAUMAN,0.409,-0.038,0
96,14069,52,1,MARYLAN,200,BAUMAN  R,0.409,-0.038,0
93,14069,52,1,MARYLAN,200,BAUMANN,0.409,-0.038,0
77,521,24,13,OHIO,200,BAUMHART,0.148,-0.202,0
84,521,24,13,OHIO,200,BAUMHART,0.148,-0.202,0
85,521,24,13,OHIO,200,BAUMHART,0.148,-0.202,0
86,521,24,13,OHIO,200,BAUMHART,0.148,-0.202,0
88,10800,22,0,INDIANA,100,BAYH,-0.339,0.071,1
89,10800,22,0,INDIANA,100,BAYH,-0.339,0.071,1
90,10800,22,0,INDIANA,100,BAYH,-0.339,0.071,1
91,10800,22,0,INDIANA,100,BAYH,-0.339,0.071,1
94,10800,22,0,INDIANA,100,BAYH,-0.339,0.071,1
95,10800,22,0,INDIANA,100,BAYH,-0.339,0.071,1
106,49901,22,0,INDIANA,100,BAYH,-0.172,0.142,1
107,49901,22,0,INDIANA,100,BAYH,-0.172,0.142,1
108,49901,22,0,INDIANA,100,BAYH,-0.172,0.142,1
109,49901,22,0,INDIANA,100,BAYH,-0.172,0.142,1
110,49901,22,0,INDIANA,100,BAYH,-0.172,0.142,1
111,49901,22,0,INDIANA,100,BAYH,-0.172,0.142,1
96,10800,22,0,INDIANA,100,BAYH  B,-0.339,0.071,1
92,10800,22,0,INDIANA,100,BAYH B,-0.339,0.071,1
93,10800,22,0,INDIANA,100,BAYH B,-0.339,0.071,1
78,546,52,6,MARYLAN,200,BEALL,0.139,-0.426,0
82,546,52,6,MARYLAN,200,BEALL,0.139,-0.426,0
83,546,52,0,MARYLAN,200,BEALL,0.139,-0.426,1
84,546,52,0,MARYLAN,200,BEALL,0.139,-0.426,1
85,546,52,0,MARYLAN,200,BEALL,0.139,-0.426,1
86,546,52,0,MARYLAN,200,BEALL,0.139,-0.426,1
87,546,52,0,MARYLAN,200,BEALL,0.139,-0.426,1
88,546,52,0,MARYLAN,200,BEALL,0.139,-0.426,1
91,12002,52,6,MARYLAN,200,BEALL,0.133,-0.433,0
94,12002,52,0,MARYLAN,200,BEALL,0.133,-0.433,1
80,546,52,6,MARYLAN,200,BEALL  J.,0.139,-0.426,0
81,546,52,6,MARYLAN,200,BEALL  J.,0.139,-0.426,0
79,546,52,6,MARYLAN,200,BEALL  J.G.,0.139,-0.426,0
92,12002,52,0,MARYLAN,200,BEALL G,0.133,-0.433,1
93,12002,52,0,MARYLAN,200,BEALL G,0.133,-0.433,1
75,548,21,4,ILLINOI,100,BEAM,-0.27,-0.144,0
76,548,21,4,ILLINOI,100,BEAM,-0.27,-0.144,0
77,548,21,4,ILLINOI,100,BEAM,-0.27,-0.144,0
82,550,22,5,INDIANA,200,BEAMER,0.251,-0.071,0
83,550,22,5,INDIANA,200,BEAMER,0.251,-0.071,0
84,550,22,5,INDIANA,200,BEAMER,0.251,-0.071,0
85,550,22,5,INDIANA,200,BEAMER,0.251,-0.071,0
109,20509,21,8,ILLINOI,100,BEAN,-0.194,0.303,0
110,20509,21,8,ILLINOI,100,BEAN,-0.194,0.303,0
111,20509,21,8,ILLINOI,100,BEAN,-0.194,0.303,0
95,14204,5,2,RHODE I,100,BEARD,-0.261,0,0
95,14004,54,6,TENNESS,200,BEARD,0.265,0.173,0
96,14204,5,2,RHODE I,100,BEARD  E,-0.261,0,0
96,14004,54,6,TENNESS,200,BEARD  R,0.265,0.173,0
97,14004,54,6,TENNESS,200,BEARD  R,0.265,0.173,0
94,14204,5,2,RHODE I,100,BEARD E P,-0.261,0,0
93,14004,54,6,TENNESS,200,BEARD R,0.265,0.173,0
94,14004,54,6,TENNESS,200,BEARD R L,0.265,0.173,0
113,21352,24,3,OHIO,100,BEATTY,-0.335,-0.042,0
108,20312,62,7,COLORAD,200,BEAUPREZ,0.479,-0.073,0
109,20312,62,7,COLORAD,200,BEAUPREZ,0.479,-0.073,0
103,29316,71,30,CALIFOR,100,BECERRA,-0.397,-0.354,0
104,29316,71,30,CALIFOR,100,BECERRA,-0.397,-0.354,0
105,29316,71,30,CALIFOR,100,BECERRA,-0.397,-0.354,0
106,29316,71,30,CALIFOR,100,BECERRA,-0.397,-0.354,0
107,29316,71,30,CALIFOR,100,BECERRA,-0.397,-0.354,0
108,29316,71,31,CALIFOR,100,BECERRA,-0.397,-0.354,0
109,29316,71,31,CALIFOR,100,BECERRA,-0.397,-0.354,0
110,29316,71,31,CALIFOR,100,BECERRA,-0.397,-0.354,0
111,29316,71,31,CALIFOR,100,BECERRA,-0.397,-0.354,0
112,29316,71,31,CALIFOR,100,BECERRA,-0.397,-0.354,0
113,29316,71,34,CALIFOR,100,BECERRA,-0.397,-0.354,0
83,563,13,3,NEW YOR,200,BECKER,0.249,-0.443,0
84,563,13,3,NEW YOR,200,BECKER,0.249,-0.443,0
85,563,13,3,NEW YOR,200,BECKER,0.249,-0.443,0
86,563,13,3,NEW YOR,200,BECKER,0.249,-0.443,0
87,563,13,3,NEW YOR,200,BECKER,0.249,-0.443,0
88,563,13,5,NEW YOR,200,BECKER,0.249,-0.443,0
76,567,49,3,TEXAS,100,BECKWORTH,-0.149,0.607,0
77,567,49,3,TEXAS,100,BECKWORTH,-0.149,0.607,0
78,567,49,3,TEXAS,100,BECKWORTH,-0.149,0.607,0
79,567,49,3,TEXAS,100,BECKWORTH,-0.149,0.607,0
80,567,49,3,TEXAS,100,BECKWORTH,-0.149,0.607,0
81,567,49,3,TEXAS,100,BECKWORTH,-0.149,0.607,0
82,567,49,3,TEXAS,100,BECKWORTH,-0.149,0.607,0
85,567,49,3,TEXAS,100,BECKWORTH,-0.149,0.607,0
86,567,49,3,TEXAS,100,BECKWORTH,-0.149,0.607,0
87,567,49,3,TEXAS,100,BECKWORTH,-0.149,0.607,0
88,567,49,3,TEXAS,100,BECKWORTH,-0.149,0.607,0
89,567,49,3,TEXAS,100,BECKWORTH,-0.149,0.607,0
94,14205,31,6,IOWA,100,BEDELL,-0.211,-0.5,0
95,14205,31,6,IOWA,100,BEDELL,-0.211,-0.5,0
96,14205,31,6,IOWA,100,BEDELL  B,-0.211,-0.5,0
97,14205,31,6,IOWA,100,BEDELL  B,-0.211,-0.5,0
98,14205,31,6,IOWA,100,BEDELL  B,-0.211,-0.5,0
99,14205,31,6,IOWA,100,BEDELL  B,-0.211,-0.5,0
87,10504,35,3,NEBRASK,200,BEERMANN,0.441,0.016,0
88,10504,35,1,NEBRASK,200,BEERMANN,0.441,0.016,0
111,40900,81,0,ALASKA,100,BEGICH,-0.21,0.121,1
112,40900,81,0,ALASKA,100,BEGICH,-0.21,0.121,1
113,40900,81,0,ALASKA,100,BEGICH,-0.21,0.121,1
92,13006,81,1,ALASKA,100,BEGICH N,-0.45,0.146,0
95,14405,71,23,CALIFOR,100,BEILENSON,-0.373,-0.484,0
96,14405,71,23,CALIFOR,100,BEILENSON,-0.373,-0.484,0
97,14405,71,23,CALIFOR,100,BEILENSON,-0.373,-0.484,0
98,14405,71,23,CALIFOR,100,BEILENSON,-0.373,-0.484,0
99,14405,71,23,CALIFOR,100,BEILENSON,-0.373,-0.484,0
100,14405,71,23,CALIFOR,100,BEILENSON,-0.373,-0.484,0
101,14405,71,23,CALIFOR,100,BEILENSON,-0.373,-0.484,0
102,14405,71,23,CALIFOR,100,BEILENSON,-0.373,-0.484,0
103,14405,71,24,CALIFOR,100,BEILENSON,-0.373,-0.484,0
104,14405,71,24,CALIFOR,100,BEILENSON,-0.373,-0.484,0
75,587,13,41,NEW YOR,100,BEITER,-0.27,-0.122,0
77,587,13,41,NEW YOR,100,BEITER,-0.27,-0.122,0
82,590,53,8,OKLAHOM,200,BELCHER,0.232,0.016,0
83,590,53,1,OKLAHOM,200,BELCHER,0.232,0.016,0
84,590,53,1,OKLAHOM,200,BELCHER,0.232,0.016,0
85,590,53,1,OKLAHOM,200,BELCHER,0.232,0.016,0
86,590,53,1,OKLAHOM,200,BELCHER,0.232,0.016,0
87,590,53,1,OKLAHOM,200,BELCHER,0.232,0.016,0
88,590,53,1,OKLAHOM,200,BELCHER,0.232,0.016,0
89,590,53,1,OKLAHOM,200,BELCHER,0.232,0.016,0
90,590,53,1,OKLAHOM,200,BELCHER,0.232,0.016,0
91,590,53,1,OKLAHOM,200,BELCHER,0.232,0.016,0
92,590,53,1,OKLAHOM,200,BELCHER R,0.232,0.016,0
75,598,34,4,MISSOUR,100,BELL,-0.004,0.516,0
76,598,34,4,MISSOUR,100,BELL,-0.004,0.516,0
77,598,34,4,MISSOUR,100,BELL,-0.004,0.516,0
78,598,34,4,MISSOUR,100,BELL,-0.004,0.516,0
84,608,49,14,TEXAS,100,BELL,0.012,0.701,0
87,10505,71,16,CALIFOR,200,BELL,0.121,-0.366,0
88,10505,71,28,CALIFOR,200,BELL,0.121,-0.366,0
89,10505,71,28,CALIFOR,200,BELL,0.121,-0.366,0
90,10505,71,28,CALIFOR,200,BELL,0.121,-0.366,0
91,10505,71,28,CALIFOR,200,BELL,0.121,-0.366,0
94,10505,71,27,CALIFOR,200,BELL,0.121,-0.366,0
108,20354,49,25,TEXAS,100,BELL,-0.271,0.049,0
80,598,34,4,MISSOUR,100,BELL  C.,-0.004,0.516,0
79,598,34,4,MISSOUR,100,BELL  C.J.,-0.004,0.516,0
92,10505,71,28,CALIFOR,200,BELL A,0.121,-0.366,0
93,10505,71,28,CALIFOR,200,BELL A,0.121,-0.366,0
91,12101,53,0,OKLAHOM,200,BELLMON,0.283,-0.575,1
94,12101,53,0,OKLAHOM,200,BELLMON,0.283,-0.575,1
95,12101,53,0,OKLAHOM,200,BELLMON,0.283,-0.575,1
96,12101,53,0,OKLAHOM,200,BELLMON  H,0.283,-0.575,1
92,12101,53,0,OKLAHOM,200,BELLMON H,0.283,-0.575,1
93,12101,53,0,OKLAHOM,200,BELLMON H,0.283,-0.575,1
76,621,24,99,OHIO,200,BENDER,0.135,-0.58,0
77,621,24,99,OHIO,200,BENDER,0.135,-0.58,0
78,621,24,99,OHIO,200,BENDER,0.135,-0.58,0
82,621,24,99,OHIO,200,BENDER,0.135,-0.58,0
83,621,24,23,OHIO,200,BENDER,0.135,-0.58,0
84,621,24,0,OHIO,200,BENDER,0.135,-0.58,1
79,621,24,99,OHIO,200,BENDER  G.,0.135,-0.58,0
80,621,24,99,OHIO,200,BENDER  G.,0.135,-0.58,0
97,14801,56,2,WEST VI,200,BENEDICT  C,0.216,-0.055,0
112,21141,23,1,MICHIGA,200,BENISHEK,0.55,-0.269,0
113,21141,23,1,MICHIGA,200,BENISHEK,0.55,-0.269,0
95,14406,22,1,INDIANA,100,BENJAMIN,-0.211,0.047,0
96,14406,22,1,INDIANA,100,BENJAMIN  A,-0.211,0.047,0
97,14406,22,1,INDIANA,100,BENJAMIN  A,-0.211,0.047,0
111,40910,62,0,COLORAD,100,BENNET,-0.189,-0.11,1
112,40910,62,0,COLORAD,100,BENNET,-0.189,-0.11,1
113,40910,62,0,COLORAD,100,BENNET,-0.189,-0.11,1
79,629,13,29,NEW YOR,200,BENNET  A.,0.045,-0.17,0
77,642,34,6,MISSOUR,200,BENNETT,0.403,-0.147,0
82,645,67,0,UTAH,200,BENNETT,0.35,-0.313,1
83,645,67,0,UTAH,200,BENNETT,0.35,-0.313,1
84,645,67,0,UTAH,200,BENNETT,0.35,-0.313,1
85,645,67,0,UTAH,200,BENNETT,0.35,-0.313,1
86,645,67,0,UTAH,200,BENNETT,0.35,-0.313,1
87,645,67,0,UTAH,200,BENNETT,0.35,-0.313,1
88,645,67,0,UTAH,200,BENNETT,0.35,-0.313,1
89,633,43,2,FLORIDA,100,BENNETT,-0.04,0.283,0
89,645,67,0,UTAH,200,BENNETT,0.35,-0.313,1
90,633,43,3,FLORIDA,100,BENNETT,-0.04,0.283,0
90,645,67,0,UTAH,200,BENNETT,0.35,-0.313,1
91,633,43,3,FLORIDA,100,BENNETT,-0.04,0.283,0
91,645,67,0,UTAH,200,BENNETT,0.35,-0.313,1
94,633,43,3,FLORIDA,100,BENNETT,-0.04,0.283,0
95,633,43,3,FLORIDA,100,BENNETT,-0.04,0.283,0
102,633,43,3,FLORIDA,100,BENNETT,-0.04,0.283,0
103,49307,67,0,UTAH,200,BENNETT,0.243,-0.224,1
104,49307,67,0,UTAH,200,BENNETT,0.243,-0.224,1
105,49307,67,0,UTAH,200,BENNETT,0.243,-0.224,1
106,49307,67,0,UTAH,200,BENNETT,0.243,-0.224,1
107,49307,67,0,UTAH,200,BENNETT,0.243,-0.224,1
108,49307,67,0,UTAH,200,BENNETT,0.243,-0.224,1
109,49307,67,0,UTAH,200,BENNETT,0.243,-0.224,1
110,49307,67,0,UTAH,200,BENNETT,0.243,-0.224,1
111,49307,67,0,UTAH,200,BENNETT,0.243,-0.224,1
96,633,43,3,FLORIDA,100,BENNETT  C,-0.04,0.283,0
97,633,43,3,FLORIDA,100,BENNETT  C,-0.04,0.283,0
98,633,43,3,FLORIDA,100,BENNETT  C,-0.04,0.283,0
99,633,43,3,FLORIDA,100,BENNETT  C,-0.04,0.283,0
100,633,43,3,FLORIDA,100,BENNETT  C,-0.04,0.283,0
81,633,43,2,FLORIDA,100,BENNETT  C.,-0.04,0.283,0
82,633,43,2,FLORIDA,100,BENNETT  C.,-0.04,0.283,0
83,633,43,2,FLORIDA,100,BENNETT  C.,-0.04,0.283,0
84,633,43,2,FLORIDA,100,BENNETT  C.,-0.04,0.283,0
85,633,43,2,FLORIDA,100,BENNETT  C.,-0.04,0.283,0
86,633,43,2,FLORIDA,100,BENNETT  C.,-0.04,0.283,0
87,633,43,2,FLORIDA,100,BENNETT  C.,-0.04,0.283,0
88,633,43,2,FLORIDA,100,BENNETT  C.,-0.04,0.283,0
101,633,43,3,FLORIDA,100,BENNETT  CH,-0.04,0.283,0
78,639,23,12,MICHIGA,200,BENNETT  J.,0.119,-0.055,0
80,639,23,12,MICHIGA,200,BENNETT  J.,0.119,-0.055,0
81,639,23,12,MICHIGA,200,BENNETT  J.,0.119,-0.055,0
82,639,23,12,MICHIGA,200,BENNETT  J.,0.119,-0.055,0
83,639,23,12,MICHIGA,200,BENNETT  J.,0.119,-0.055,0
84,639,23,12,MICHIGA,200,BENNETT  J.,0.119,-0.055,0
85,639,23,12,MICHIGA,200,BENNETT  J.,0.119,-0.055,0
86,639,23,12,MICHIGA,200,BENNETT  J.,0.119,-0.055,0
87,639,23,12,MICHIGA,200,BENNETT  J.,0.119,-0.055,0
88,639,23,12,MICHIGA,200,BENNETT  J.,0.119,-0.055,0
78,641,34,6,MISSOUR,200,BENNETT  M.,0.28,0.076,0
79,641,34,6,MISSOUR,200,BENNETT  M.,0.28,0.076,0
80,641,34,6,MISSOUR,200,BENNETT  M.,0.28,0.076,0
92,633,43,3,FLORIDA,100,BENNETT C,-0.04,0.283,0
93,633,43,3,FLORIDA,100,BENNETT C,-0.04,0.283,0
92,645,67,0,UTAH,200,BENNETT W,0.35,-0.313,1
93,645,67,0,UTAH,200,BENNETT W,0.35,-0.313,1
113,21336,23,11,MICHIGA,200,BENTIVOLIO,0.609,-0.139,0
83,652,23,8,MICHIGA,200,BENTLEY,0.239,-0.251,0
84,652,23,8,MICHIGA,200,BENTLEY,0.239,-0.251,0
85,652,23,8,MICHIGA,200,BENTLEY,0.239,-0.251,0
86,652,23,8,MICHIGA,200,BENTLEY,0.239,-0.251,0
99,15086,52,2,MARYLAN,200,BENTLEY,0.232,-0.196,0
102,15086,52,2,MARYLAN,200,BENTLEY,0.232,-0.196,0
103,15086,52,2,MARYLAN,200,BENTLEY,0.232,-0.196,0
101,15086,52,2,MARYLAN,200,BENTLEY   H,0.232,-0.196,0
100,15086,52,2,MARYLAN,200,BENTLEY  H,0.232,-0.196,0
81,659,1,0,CONNECT,100,BENTON,-0.47,-0.442,1
82,659,1,0,CONNECT,100,BENTON,-0.47,-0.442,1
82,660,49,15,TEXAS,100,BENTSEN,-0.118,0.304,0
83,660,49,15,TEXAS,100,BENTSEN,-0.118,0.304,0
94,660,49,0,TEXAS,100,BENTSEN,-0.118,0.304,1
95,660,49,0,TEXAS,100,BENTSEN,-0.118,0.304,1
102,660,49,0,TEXAS,100,BENTSEN,-0.118,0.304,1
104,29574,49,25,TEXAS,100,BENTSEN,-0.23,-0.034,0
105,29574,49,25,TEXAS,100,BENTSEN,-0.23,-0.034,0
106,29574,49,25,TEXAS,100,BENTSEN,-0.23,-0.034,0
107,29574,49,25,TEXAS,100,BENTSEN,-0.23,-0.034,0
96,660,49,0,TEXAS,100,BENTSEN  L,-0.118,0.304,1
97,660,49,0,TEXAS,100,BENTSEN  L,-0.118,0.304,1
98,660,49,0,TEXAS,100,BENTSEN  L,-0.118,0.304,1
99,660,49,0,TEXAS,100,BENTSEN  L,-0.118,0.304,1
100,660,49,0,TEXAS,100,BENTSEN  L,-0.118,0.304,1
81,660,49,15,TEXAS,100,BENTSEN  L.,-0.118,0.304,0
101,660,49,0,TEXAS,100,BENTSEN  LL,-0.118,0.304,1
92,660,49,0,TEXAS,100,BENTSEN L,-0.118,0.304,1
93,660,49,0,TEXAS,100,BENTSEN L,-0.118,0.304,1
113,21304,71,7,CALIFOR,100,BERA,-0.174,-0.079,0
101,14605,35,1,NEBRASK,200,BEREUTER,0.195,-0.203,0
102,14605,35,1,NEBRASK,200,BEREUTER,0.195,-0.203,0
103,14605,35,1,NEBRASK,200,BEREUTER,0.195,-0.203,0
104,14605,35,1,NEBRASK,200,BEREUTER,0.195,-0.203,0
105,14605,35,1,NEBRASK,200,BEREUTER,0.195,-0.203,0
106,14605,35,1,NEBRASK,200,BEREUTER,0.195,-0.203,0
107,14605,35,1,NEBRASK,200,BEREUTER,0.195,-0.203,0
108,14605,35,1,NEBRASK,200,BEREUTER,0.195,-0.203,0
96,14605,35,1,NEBRASK,200,BEREUTER  D,0.195,-0.203,0
97,14605,35,1,NEBRASK,200,BEREUTER  D,0.195,-0.203,0
98,14605,35,1,NEBRASK,200,BEREUTER  D,0.195,-0.203,0
99,14605,35,1,NEBRASK,200,BEREUTER  D,0.195,-0.203,0
100,14605,35,1,NEBRASK,200,BEREUTER  D,0.195,-0.203,0
112,21160,36,1,NORTH D,200,BERG,0.275,0.114,0
94,13007,33,7,MINNESO,100,BERGLAND,-0.304,0.004,0
92,13007,33,7,MINNESO,100,BERGLAND B,-0.304,0.004,0
93,13007,33,7,MINNESO,100,BERGLAND B,-0.304,0.004,0
108,29922,65,1,NEVADA,100,BERKLEY,-0.247,-0.054,0
109,29922,65,1,NEVADA,100,BERKLEY,-0.247,-0.054,0
110,29922,65,1,NEVADA,100,BERKLEY,-0.247,-0.054,0
111,29922,65,1,NEVADA,100,BERKLEY,-0.247,-0.054,0
112,29922,65,1,NEVADA,100,BERKLEY,-0.247,-0.054,0
106,29922,65,1,NEVADA,100,BERKLEY  SH,-0.247,-0.054,0
107,29922,65,1,NEVADA,100,BERKLEY  SH,-0.247,-0.054,0
102,15005,71,26,CALIFOR,100,BERMAN,-0.328,-0.35,0
103,15005,71,26,CALIFOR,100,BERMAN,-0.328,-0.35,0
104,15005,71,26,CALIFOR,100,BERMAN,-0.328,-0.35,0
105,15005,71,26,CALIFOR,100,BERMAN,-0.328,-0.35,0
106,15005,71,26,CALIFOR,100,BERMAN,-0.328,-0.35,0
107,15005,71,26,CALIFOR,100,BERMAN,-0.328,-0.35,0
108,15005,71,28,CALIFOR,100,BERMAN,-0.328,-0.35,0
109,15005,71,28,CALIFOR,100,BERMAN,-0.328,-0.35,0
110,15005,71,28,CALIFOR,100,BERMAN,-0.328,-0.35,0
111,15005,71,28,CALIFOR,100,BERMAN,-0.328,-0.35,0
112,15005,71,28,CALIFOR,100,BERMAN,-0.328,-0.35,0
98,15005,71,26,CALIFOR,100,BERMAN  H,-0.328,-0.35,0
99,15005,71,26,CALIFOR,100,BERMAN  H,-0.328,-0.35,0
100,15005,71,26,CALIFOR,100,BERMAN  H,-0.328,-0.35,0
101,15005,71,26,CALIFOR,100,BERMAN  HOW,-0.328,-0.35,0
75,667,33,8,MINNESO,537,BERNARD,-0.29,-0.514,0
75,673,54,0,TENNESS,100,BERRY,0.087,0.4,1
82,672,37,2,SOUTH D,200,BERRY,0.279,0.032,0
83,672,37,2,SOUTH D,200,BERRY,0.279,0.032,0
84,672,37,2,SOUTH D,200,BERRY,0.279,0.032,0
